Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Khanpur,32,GEN,,NULL,None Of The Above,NOTA,14,0.01%,Candidate Count,4973331,True,Upto 100,523,0%,0,>70,6,Lost,6,1,107134,NOTA,NOTA,None of the Above,S28,Uttarakhand,523,523,2017,0
Devprayag,10,GEN,,NULL,None Of The Above,NOTA,15,0.01%,Candidate Count,4973331,True,Upto 100,294,1%,0,>70,11,Lost,11,1,43541,NOTA,NOTA,None of the Above,S28,Uttarakhand,294,294,2017,0
Sahaspur,17,GEN,,NULL,None Of The Above,NOTA,15,0.01%,Candidate Count,4973331,True,Upto 100,673,1%,0,>70,9,Lost,9,1,108777,NOTA,NOTA,None of the Above,S28,Uttarakhand,673,673,2017,0
B.H.E.L. ranipur,26,GEN,,NULL,None Of The Above,NOTA,16,0.01%,Candidate Count,4973331,True,Upto 100,517,0%,0,>70,4,Lost,4,1,103812,NOTA,NOTA,None of the Above,S28,Uttarakhand,517,517,2017,0
Chaubattakhal,39,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,4973331,True,Upto 100,210,0%,0,>70,12,Lost,12,1,42850,NOTA,NOTA,None of the Above,S28,Uttarakhand,210,210,2017,0
Dharampur,18,GEN,,NULL,None Of The Above,NOTA,20,0.01%,Candidate Count,4973331,True,Upto 100,377,0%,0,>70,9,Lost,9,1,106003,NOTA,NOTA,None of the Above,S28,Uttarakhand,377,377,2017,0
Raipur,19,GEN,,NULL,None Of The Above,NOTA,20,0.01%,Candidate Count,4973331,True,Upto 100,548,1%,0,>70,7,Lost,7,1,98398,NOTA,NOTA,None of the Above,S28,Uttarakhand,548,548,2017,0
Manglore,33,GEN,36,SC,Usha,Female,7,0.01%,Candidate Count,4973331,True,Upto 100,333,0%,0,36-40,5,Lost,5,1,81191,IND,Independent,Independent,S28,Uttarakhand,333,333,2017,0
Hardwar Rural,35,GEN,27,SC,Renu Notiyal,Female,7,0.01%,Candidate Count,4973331,True,Upto 100,339,0%,0,Upto 30,6,Lost,6,1,98213,IND,Independent,Independent,S28,Uttarakhand,339,339,2017,0
Hardwar,25,GEN,31,SC,Vijay Laxmi,Female,9,0.00%,Candidate Count,4973331,True,Upto 100,232,0%,0,31-35,8,Lost,8,1,93549,IND,Independent,Independent,S28,Uttarakhand,232,232,2017,0
Doiwala,23,GEN,40,SC,Usha Rani,Female,10,0.01%,Candidate Count,4973331,True,Upto 100,274,0%,0,36-40,8,Lost,8,1,96769,IND,Independent,Independent,S28,Uttarakhand,274,274,2017,0
Kedarnath,7,GEN,71,SC,Kundan Lal,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,447,1%,0,>70,10,Lost,10,1,56204,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,447,447,2017,0
Devprayag,10,GEN,27,SC,Gauree Sanker,Male,1,0.00%,Candidate Count,4973331,True,Upto 100,204,0%,0,Upto 30,12,Lost,12,1,43541,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,204,204,2017,0
Dhanolti,14,GEN,33,SC,Dinesh,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,551,1%,0,31-35,6,Lost,6,1,49509,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,551,551,2017,0
Dharchula,42,GEN,35,SC,Jitendra Kumar,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,445,1%,0,31-35,8,Lost,8,1,53825,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,445,445,2017,0
Yamunotri,2,GEN,55,SC,Rajbahadur Singh Bauddh,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,530,1%,0,51-60,5,Lost,5,1,47104,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,530,530,2017,0
Salt,49,GEN,30,SC,Bhole Shankar,Male,2,0.01%,Candidate Count,4973331,True,Upto 100,664,2%,0,Upto 30,5,Lost,5,1,43895,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,664,664,2017,0
Gangotri,3,GEN,44,SC,Vijaypal Tangani,Male,3,0.01%,Candidate Count,4973331,True,Upto 100,576,1%,0,41-45,6,Lost,6,1,55652,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,576,576,2017,0
Ranikhet,50,GEN,43,SC,Kripal Ram,Male,3,0.02%,Candidate Count,4973331,True,Upto 100,1169,3%,0,41-45,4,Lost,4,1,41010,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1169,1169,2017,0
Rudraprayag,8,GEN,49,SC,Surjeet Lal,Male,4,0.02%,Candidate Count,4973331,True,Upto 100,801,1%,0,46-50,6,Lost,6,1,58176,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,801,801,2017,0
Tehri,13,GEN,62,SC,Somi Lal,Male,4,0.00%,Candidate Count,4973331,True,Upto 100,133,0%,0,61-70,12,Lost,12,1,44357,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,133,133,2017,0
Almora,52,GEN,39,SC,Dr.Sanjay Tamta,Male,4,0.03%,Candidate Count,4973331,True,Upto 100,1654,3%,0,36-40,3,Lost,3,1,51966,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1654,1654,2017,0
Rudrapur,66,GEN,51,SC,Vinod Kumar,Male,5,0.00%,Candidate Count,4973331,True,Upto 100,188,0%,0,51-60,9,Lost,9,1,116753,SP,State,Samajwadi Party,S28,Uttarakhand,188,188,2017,0
Yamunotri,2,GEN,32,SC,Jaiprakash,Male,4,0.01%,Candidate Count,4973331,True,Upto 100,342,1%,0,31-35,7,Lost,7,1,47104,SAVIPA,Unrecognised,Sarv Vikas Party,S28,Uttarakhand,342,342,2017,0
Doiwala,23,GEN,63,SC,Gajendra Singh,Male,4,0.01%,Candidate Count,4973331,True,Upto 100,313,0%,0,61-70,6,Lost,6,1,96769,BaSaPa,Unrecognised,Bhartiya Sarvodaya Party,S28,Uttarakhand,313,313,2017,0
Manglore,33,GEN,35,SC,Sunil Kumar,Male,5,0.00%,Candidate Count,4973331,True,Upto 100,172,0%,0,31-35,7,Lost,7,1,81191,BMUP,Unrecognised,Bahujan Mukti Party,S28,Uttarakhand,172,172,2017,0
B.H.E.L. ranipur,26,GEN,37,SC,Sanjay Kumar,Male,8,0.00%,Candidate Count,4973331,True,Upto 100,211,0%,0,36-40,8,Lost,8,1,103812,BMUP,Unrecognised,Bahujan Mukti Party,S28,Uttarakhand,211,211,2017,0
Chaubattakhal,39,GEN,46,SC,Sushil Chandra,Male,9,0.00%,Candidate Count,4973331,True,Upto 100,162,0%,0,46-50,14,Lost,14,1,42850,RaAP,Unrecognised,Rashtriya Adarsh Party,S28,Uttarakhand,162,162,2017,0
Dharchula,42,GEN,38,SC,Durga Prashad,Male,5,0.05%,Candidate Count,4973331,True,Upto 100,2717,5%,0,36-40,3,Lost,3,1,53825,IND,Independent,Independent,S28,Uttarakhand,2717,2717,2017,0
Pratapnagar,12,GEN,31,SC,Kedar Lal,Male,6,0.01%,Candidate Count,4973331,True,Upto 100,316,1%,0,31-35,9,Lost,9,1,41330,IND,Independent,Independent,S28,Uttarakhand,316,316,2017,0
Pirankaliyar,30,GEN,35,SC,Netra Pal,Male,6,0.03%,Candidate Count,4973331,True,Upto 100,1367,2%,0,31-35,5,Lost,5,1,90529,IND,Independent,Independent,S28,Uttarakhand,1367,1367,2017,0
Lansdowne,40,GEN,49,SC,Ved Prakash Arya,Male,6,0.01%,Candidate Count,4973331,True,Upto 100,434,1%,0,46-50,5,Lost,5,1,39776,IND,Independent,Independent,S28,Uttarakhand,434,434,2017,0
Kapkot,46,GEN,34,SC,Govind Lal,Male,6,0.00%,Candidate Count,4973331,True,Upto 100,220,0%,0,31-35,8,Lost,8,1,59774,IND,Independent,Independent,S28,Uttarakhand,220,220,2017,0
Pratapnagar,12,GEN,45,SC,Murari Lal Khandwal,Male,7,0.08%,Candidate Count,4973331,True,Upto 100,3774,9%,0,41-45,4,Lost,4,1,41330,IND,Independent,Independent,S28,Uttarakhand,3774,3774,2017,0
Gangotri,3,GEN,61,SC,Ratan Lal Verma,Male,8,0.00%,Candidate Count,4973331,True,Upto 100,213,0%,0,61-70,9,Lost,9,1,55652,IND,Independent,Independent,S28,Uttarakhand,213,213,2017,0
Pirankaliyar,30,GEN,60,SC,Moti Lal Maurya,Male,8,0.01%,Candidate Count,4973331,True,Upto 100,519,1%,0,51-60,6,Lost,6,1,90529,IND,Independent,Independent,S28,Uttarakhand,519,519,2017,0
Khanpur,32,GEN,67,SC,Rishiram,Male,8,0.00%,Candidate Count,4973331,True,Upto 100,134,0%,0,61-70,10,Lost,10,1,107134,IND,Independent,Independent,S28,Uttarakhand,134,134,2017,0
Jaspur,62,GEN,45,SC,Lalman Singh,Male,8,0.00%,Candidate Count,4973331,True,Upto 100,144,0%,0,41-45,8,Lost,8,1,91798,IND,Independent,Independent,S28,Uttarakhand,144,144,2017,0
Rudraprayag,8,GEN,31,SC,Jai Om Prakash,Male,9,0.01%,Candidate Count,4973331,True,Upto 100,642,1%,0,31-35,9,Lost,9,1,58176,IND,Independent,Independent,S28,Uttarakhand,642,642,2017,0
Kotdwar,41,GEN,35,SC,Sudhir Kumar Bahuguna,Male,11,0.01%,Candidate Count,4973331,True,Upto 100,267,0%,0,31-35,6,Lost,6,1,71086,IND,Independent,Independent,S28,Uttarakhand,267,267,2017,0
Dharampur,18,GEN,39,SC,Brij Bhushan Karanwal,Male,13,0.00%,Candidate Count,4973331,True,Upto 100,131,0%,0,36-40,16,Lost,16,1,106003,IND,Independent,Independent,S28,Uttarakhand,131,131,2017,0
B.H.E.L. ranipur,26,GEN,61,SC,Dhanesh Kumar,Male,13,0.00%,Candidate Count,4973331,True,Upto 100,204,0%,0,61-70,9,Lost,9,1,103812,IND,Independent,Independent,S28,Uttarakhand,204,204,2017,0
Chaubattakhal,39,GEN,37,SC,Satendra Singh,Male,14,0.02%,Candidate Count,4973331,True,Upto 100,965,2%,0,36-40,5,Lost,5,1,42850,IND,Independent,Independent,S28,Uttarakhand,965,965,2017,0
Khatima,70,GEN,41,ST,Ramesh Singh Rana,Male,3,0.36%,Candidate Count,4973331,True,Upto 100,17804,22%,0,41-45,3,Lost,3,1,80907,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,17804,17804,2017,0
Dharchula,42,GEN,75,ST,Lal Singh,Male,4,0.02%,Candidate Count,4973331,True,Upto 100,883,2%,0,>70,4,Lost,4,1,53825,UKKD,Unrecognised,Uttarakhand Kranti Dal,S28,Uttarakhand,883,883,2017,0
Dharchula,42,GEN,38,ST,Virendra Singh,Male,7,0.01%,Candidate Count,4973331,True,Upto 100,540,1%,0,36-40,6,Lost,6,1,53825,IND,Independent,Independent,S28,Uttarakhand,540,540,2017,0
Purola,1,SC,,NULL,None Of The Above,NOTA,5,0.02%,Candidate Count,4973331,True,Upto 100,762,2%,0,>70,4,Lost,4,1,49532,NOTA,NOTA,None of the Above,S28,Uttarakhand,762,762,2017,0
Bageshwar,47,SC,,NULL,None Of The Above,NOTA,6,0.03%,Candidate Count,4973331,True,Upto 100,1541,2%,0,>70,4,Lost,4,1,67479,NOTA,NOTA,None of the Above,S28,Uttarakhand,1541,1541,2017,0
Nainital,58,SC,,NULL,None Of The Above,NOTA,6,0.02%,Candidate Count,4973331,True,Upto 100,899,1%,0,>70,6,Lost,6,1,61261,NOTA,NOTA,None of the Above,S28,Uttarakhand,899,899,2017,0
Someshwar (s.c.),51,SC,,NULL,None Of The Above,NOTA,7,0.02%,Candidate Count,4973331,True,Upto 100,1089,2%,0,>70,3,Lost,3,1,45883,NOTA,NOTA,None of the Above,S28,Uttarakhand,1089,1089,2017,0
Bajpur,64,SC,,NULL,None Of The Above,NOTA,7,0.02%,Candidate Count,4973331,True,Upto 100,908,1%,0,>70,4,Lost,4,1,104192,NOTA,NOTA,None of the Above,S28,Uttarakhand,908,908,2017,0
Jwalapur,27,SC,,NULL,None Of The Above,NOTA,8,0.01%,Candidate Count,4973331,True,Upto 100,638,1%,0,>70,7,Lost,7,1,86877,NOTA,NOTA,None of the Above,S28,Uttarakhand,638,638,2017,0
Gangolihat,45,SC,,NULL,None Of The Above,NOTA,8,0.02%,Candidate Count,4973331,True,Upto 100,865,2%,0,>70,5,Lost,5,1,54676,NOTA,NOTA,None of the Above,S28,Uttarakhand,865,865,2017,0
Ghanshali,9,SC,,NULL,None Of The Above,NOTA,9,0.02%,Candidate Count,4973331,True,Upto 100,995,2%,0,>70,6,Lost,6,1,44794,NOTA,NOTA,None of the Above,S28,Uttarakhand,995,995,2017,0
Rajpur Road,20,SC,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,4973331,True,Upto 100,697,1%,0,>70,5,Lost,5,1,69459,NOTA,NOTA,None of the Above,S28,Uttarakhand,697,697,2017,0
Bhagwanpur,28,SC,,NULL,None Of The Above,NOTA,9,0.01%,Candidate Count,4973331,True,Upto 100,349,0%,0,>70,5,Lost,5,1,93151,NOTA,NOTA,None of the Above,S28,Uttarakhand,349,349,2017,0
Tharali,5,SC,,NULL,None Of The Above,NOTA,10,0.04%,Candidate Count,4973331,True,Upto 100,1757,3%,0,>70,4,Lost,4,1,58593,NOTA,NOTA,None of the Above,S28,Uttarakhand,1757,1757,2017,0
Pauri,37,SC,,NULL,None Of The Above,NOTA,10,0.01%,Candidate Count,4973331,True,Upto 100,693,1%,0,>70,3,Lost,3,1,48651,NOTA,NOTA,None of the Above,S28,Uttarakhand,693,693,2017,0
Jhabrera,29,SC,,NULL,None Of The Above,NOTA,11,0.01%,Candidate Count,4973331,True,Upto 100,373,0%,0,>70,6,Lost,6,1,84415,NOTA,NOTA,None of the Above,S28,Uttarakhand,373,373,2017,0
Bhagwanpur,28,SC,43,SC,Mamta Rakesh,Female,1,0.90%,Candidate Count,4973331,True,2001-5000,44882,48%,1,41-45,1,Won,1,1,93151,INC,National,Indian National Congress,S28,Uttarakhand,44882,42369,2017,"2,513"
Nainital,58,SC,54,SC,Sarita Arya,Female,1,0.46%,Candidate Count,4973331,True,Upto 100,22789,37%,0,51-60,2,Lost,2,1,61261,INC,National,Indian National Congress,S28,Uttarakhand,22789,22789,2017,0
Someshwar (s.c.),51,SC,38,SC,Rekha Arya,Female,2,0.44%,Candidate Count,4973331,True,101-1000,21780,47%,1,36-40,1,Won,1,1,45883,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,21780,21070,2017,710
Gangolihat,45,SC,42,SC,Meena Gangola,Female,3,0.41%,Candidate Count,4973331,True,101-1000,20418,37%,1,41-45,1,Won,1,1,54676,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,20418,19613,2017,805
Bajpur,64,SC,38,SC,Suneeta Tamta,Female,3,0.85%,Candidate Count,4973331,True,Upto 100,42329,41%,0,36-40,2,Lost,2,1,104192,INC,National,Indian National Congress,S28,Uttarakhand,42329,42329,2017,0
Bhagwanpur,28,SC,38,SC,Prempati,Female,4,0.02%,Candidate Count,4973331,True,Upto 100,889,1%,0,36-40,4,Lost,4,1,93151,SP,State,Samajwadi Party,S28,Uttarakhand,889,889,2017,0
Bajpur,64,SC,26,SC,Manisha,Female,5,0.01%,Candidate Count,4973331,True,Upto 100,651,1%,0,Upto 30,5,Lost,5,1,104192,SP,State,Samajwadi Party,S28,Uttarakhand,651,651,2017,0
Jhabrera,29,SC,39,SC,Vimla,Female,6,0.01%,Candidate Count,4973331,True,Upto 100,470,1%,0,36-40,4,Lost,4,1,84415,SP,State,Samajwadi Party,S28,Uttarakhand,470,470,2017,0
Jwalapur,27,SC,46,SC,Braj Rani,Female,5,0.19%,Candidate Count,4973331,True,Upto 100,9338,11%,0,46-50,4,Lost,4,1,86877,IND,Independent,Independent,S28,Uttarakhand,9338,9338,2017,0
Gangolihat,45,SC,38,SC,Sumitra Devi,Female,7,0.02%,Candidate Count,4973331,True,Upto 100,841,2%,0,36-40,6,Lost,6,1,54676,IND,Independent,Independent,S28,Uttarakhand,841,841,2017,0
Jhabrera,29,SC,32,SC,Komal Rani,Female,8,0.00%,Candidate Count,4973331,True,Upto 100,121,0%,0,31-35,10,Lost,10,1,84415,IND,Independent,Independent,S28,Uttarakhand,121,121,2017,0
Jhabrera,29,SC,50,SC,Reeta,Female,10,0.00%,Candidate Count,4973331,True,Upto 100,139,0%,0,46-50,9,Lost,9,1,84415,IND,Independent,Independent,S28,Uttarakhand,139,139,2017,0
Purola,1,SC,50,SC,Malchand,Male,1,0.34%,Candidate Count,4973331,True,Upto 100,16785,34%,0,46-50,2,Lost,2,1,49532,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,16785,16785,2017,0
Tharali,5,SC,56,SC,Dr. Jeet Ram,Male,1,0.42%,Candidate Count,4973331,True,Upto 100,20889,36%,0,51-60,2,Lost,2,1,58593,INC,National,Indian National Congress,S28,Uttarakhand,20889,20889,2017,0
Ghanshali,9,SC,37,SC,Pingal Dass,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,653,1%,0,36-40,8,Lost,8,1,44794,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,653,653,2017,0
Rajpur Road,20,SC,58,SC,Khajan Dass,Male,1,0.74%,Candidate Count,4973331,True,5001-10000,36601,53%,1,51-60,1,Won,1,1,69459,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,36601,27969,2017,"8,632"
Jwalapur,27,SC,42,SC,Mulki Raj,Male,1,0.39%,Candidate Count,4973331,True,Upto 100,19483,22%,0,41-45,3,Lost,3,1,86877,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,19483,19483,2017,0
Jhabrera,29,SC,48,SC,Desraj Karanwal,Male,1,0.65%,Candidate Count,4973331,True,2001-5000,32146,38%,1,46-50,1,Won,1,1,84415,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,32146,29893,2017,"2,253"
Pauri,37,SC,43,SC,Naval Kishor,Male,1,0.39%,Candidate Count,4973331,True,Upto 100,19439,40%,0,41-45,2,Lost,2,1,48651,INC,National,Indian National Congress,S28,Uttarakhand,19439,19439,2017,0
Gangolihat,45,SC,33,SC,Deepak Kumar,Male,1,0.01%,Candidate Count,4973331,True,Upto 100,668,1%,0,31-35,7,Lost,7,1,54676,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,668,668,2017,0
Bageshwar,47,SC,57,SC,Chandan Ram Dass,Male,1,0.68%,Candidate Count,4973331,True,10001-20000,33792,50%,1,51-60,1,Won,1,1,67479,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,33792,19225,2017,"14,567"
Someshwar (s.c.),51,SC,53,SC,Rajendra Barakoti,Male,1,0.42%,Candidate Count,4973331,True,Upto 100,21070,46%,0,51-60,2,Lost,2,1,45883,INC,National,Indian National Congress,S28,Uttarakhand,21070,21070,2017,0
Bajpur,64,SC,67,SC,Yashpal Arya,Male,1,1.11%,Candidate Count,4973331,True,10001-20000,54965,53%,1,61-70,1,Won,1,1,104192,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,54965,42329,2017,"12,636"
Purola,1,SC,51,SC,Rajkumar,Male,2,0.36%,Candidate Count,4973331,True,1001-2000,17798,36%,1,51-60,1,Won,1,1,49532,INC,National,Indian National Congress,S28,Uttarakhand,17798,16785,2017,"1,013"
Tharali,5,SC,54,SC,Magan Lal Shah,Male,2,0.52%,Candidate Count,4973331,True,2001-5000,25810,44%,1,51-60,1,Won,1,1,58593,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,25810,20889,2017,"4,921"
Ghanshali,9,SC,33,SC,Bheem Lal Arya,Male,2,0.10%,Candidate Count,4973331,True,Upto 100,4963,11%,0,31-35,3,Lost,3,1,44794,INC,National,Indian National Congress,S28,Uttarakhand,4963,4963,2017,0
Rajpur Road,20,SC,65,SC,Jag Ram Singh,Male,2,0.04%,Candidate Count,4973331,True,Upto 100,1959,3%,0,61-70,3,Lost,3,1,69459,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,1959,1959,2017,0
Jwalapur,27,SC,56,SC,S.P.Singh Engineer,Male,2,0.50%,Candidate Count,4973331,True,Upto 100,24725,28%,0,51-60,2,Lost,2,1,86877,INC,National,Indian National Congress,S28,Uttarakhand,24725,24725,2017,0
Bhagwanpur,28,SC,48,SC,Ram Kumar Rana,Male,2,0.08%,Candidate Count,4973331,True,Upto 100,4069,4%,0,46-50,3,Lost,3,1,93151,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,4069,4069,2017,0
Jhabrera,29,SC,44,SC,Bhagavat Singh,Male,2,0.41%,Candidate Count,4973331,True,Upto 100,20468,24%,0,41-45,3,Lost,3,1,84415,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,20468,20468,2017,0
Pauri,37,SC,40,SC,Mukesh Singh Koli,Male,2,0.53%,Candidate Count,4973331,True,5001-10000,26469,54%,1,36-40,1,Won,1,1,48651,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,26469,19439,2017,"7,030"
Gangolihat,45,SC,64,SC,Narayan Ram Arya,Male,2,0.39%,Candidate Count,4973331,True,Upto 100,19613,36%,0,61-70,2,Lost,2,1,54676,INC,National,Indian National Congress,S28,Uttarakhand,19613,19613,2017,0
Bageshwar,47,SC,39,SC,Basant Kumar,Male,2,0.22%,Candidate Count,4973331,True,Upto 100,11038,16%,0,36-40,3,Lost,3,1,67479,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,11038,11038,2017,0
Nainital,58,SC,42,SC,Sunder Lal Arya,Male,2,0.02%,Candidate Count,4973331,True,Upto 100,997,2%,0,41-45,5,Lost,5,1,61261,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,997,997,2017,0
Bajpur,64,SC,46,SC,Ramavatar,Male,2,0.09%,Candidate Count,4973331,True,Upto 100,4511,4%,0,46-50,3,Lost,3,1,104192,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,4511,4511,2017,0
Purola,1,SC,55,SC,Ramlal,Male,3,0.01%,Candidate Count,4973331,True,Upto 100,679,1%,0,51-60,5,Lost,5,1,49532,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,679,679,2017,0
Tharali,5,SC,53,SC,Mohan Lal Kanyal,Male,3,0.02%,Candidate Count,4973331,True,Upto 100,848,1%,0,51-60,5,Lost,5,1,58593,BSP,National,Bahujan Samaj Party,S28,Uttarakhand,848,848,2017,0
Ghanshali,9,SC,49,SC,Shakti Lal Shah,Male,3,0.44%,Candidate Count,4973331,True,10001-20000,22103,49%,1,46-50,1,Won,1,1,44794,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,22103,10450,2017,"11,653"
Rajpur Road,20,SC,55,SC,Raj Kumar,Male,3,0.56%,Candidate Count,4973331,True,Upto 100,27969,40%,0,51-60,2,Lost,2,1,69459,INC,National,Indian National Congress,S28,Uttarakhand,27969,27969,2017,0
Jwalapur,27,SC,55,SC,Suresh Rathor,Male,3,0.59%,Candidate Count,4973331,True,2001-5000,29513,34%,1,51-60,1,Won,1,1,86877,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,29513,24725,2017,"4,788"
Bhagwanpur,28,SC,39,SC,Subodh Rakesh,Male,3,0.85%,Candidate Count,4973331,True,Upto 100,42369,45%,0,36-40,2,Lost,2,1,93151,BJP,National,Bharatiya Janata Party,S28,Uttarakhand,42369,42369,2017,0
